280.9800109863281,283.7900085449219,284.8999938964844,275.510009765625,134143400
277.57000732421875,277.760009765625,283.94000244140625,275.4599914550781,121775000
279.1499938964844,279.1000061035156,280.0299987792969,275.760009765625,131798300
285.3800048828125,286.6400146484375,287.29998779296875,282.3999938964844,146684800
282.6099853515625,281.5899963378906,286.7900085449219,281.3500061035156,100109300
276.7300109863281,273.0400085449219,278.0400085449219,272.0199890136719,126385700
278.3500061035156,279.1000061035156,281.0,276.9100036621094,92951600
280.489990234375,279.0799865722656,283.94000244140625,278.75,104709700
280.7300109863281,282.9700012207031,283.70001220703125,278.5,85063200
285.1199951171875,287.04998779296875,288.2699890136719,284.6199951171875,77896600
