329.70001220703125,330.9200134277344,330.9200134277344,329.45001220703125,54050300
327.0,321.7300109863281,327.1700134277344,320.7300109863281,113845600
337.510009765625,337.6000061035156,337.7300109863281,336.20001220703125,64582200
298.2099914550781,309.0899963378906,309.1600036621094,294.4599914550781,238703600
241.17999267578125,239.85000610351562,256.8999938964844,237.36000061035156,297240000
255.6999969482422,261.6499938964844,262.42999267578125,253.52999877929688,171369500
280.9800109863281,283.7900085449219,284.8999938964844,275.510009765625,134143400
291.0199890136719,285.7300109863281,291.3999938964844,285.3999938964844,105270000
293.7900085449219,286.6700134277344,294.239990234375,286.5199890136719,95870800
302.1199951171875,303.5299987792969,303.57000732421875,296.8699951171875,104817400
