1
327.0,321.7300109863281,327.1700134277344,320.7300109863281,113845600
323.3500061035156,324.1199951171875,326.1600036621094,323.2200012207031,69083000
328.07000732421875,329.05999755859375,330.010009765625,327.7200012207031,62573200
332.2699890136719,332.8599853515625,333.0899963378906,330.6700134277344,65951100
333.9100036621094,333.9800109863281,334.19000244140625,332.79998779296875,50359700
332.82000732421875,332.20001220703125,333.989990234375,331.6000061035156,64139400
331.2300109863281,334.67999267578125,334.75,331.19000244140625,42070000
336.1600036621094,335.260009765625,337.0199890136719,334.67999267578125,54864500
336.8299865722656,337.4200134277344,337.6499938964844,336.42999267578125,43992700
335.8599853515625,337.05999755859375,338.1199951171875,335.55999755859375,54501900
