10
Price,Open,Close,High,Low,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-01-02 00:00:00+00:00,323.5400085449219,324.8699951171875,324.8900146484375,322.5299987792969,59151200
2020-01-03 00:00:00+00:00,321.1600036621094,322.4100036621094,323.6400146484375,321.1000061035156,77709700
2020-01-06 00:00:00+00:00,320.489990234375,323.6400146484375,323.7300109863281,320.3599853515625,55653900
2020-01-07 00:00:00+00:00,323.0199890136719,322.7300109863281,323.5400085449219,322.239990234375,40496400
2020-01-08 00:00:00+00:00,322.94000244140625,324.45001220703125,325.7799987792969,322.6700134277344,68296000
2020-01-09 00:00:00+00:00,326.1600036621094,326.6499938964844,326.7300109863281,325.5199890136719,48473300
2020-01-10 00:00:00+00:00,327.2900085449219,325.7099914550781,327.4599914550781,325.20001220703125,53029300
2020-01-13 00:00:00+00:00,326.3900146484375,327.95001220703125,327.9599914550781,325.9200134277344,47086800
2020-01-14 00:00:00+00:00,327.4700012207031,327.45001220703125,328.6199951171875,326.8399963378906,62832800
2020-01-15 00:00:00+00:00,327.3500061035156,328.19000244140625,329.0199890136719,327.260009765625,72056600
2020-01-16 00:00:00+00:00,329.70001220703125,330.9200134277344,330.9200134277344,329.45001220703125,54050300
2020-01-17 00:00:00+00:00,331.70001220703125,331.95001220703125,332.17999267578125,330.8500061035156,95846000
2020-01-21 00:00:00+00:00,330.8999938964844,331.29998779296875,332.17999267578125,330.82000732421875,77742400
2020-01-22 00:00:00+00:00,332.239990234375,331.3399963378906,332.95001220703125,331.1700134277344,48914900
2020-01-23 00:00:00+00:00,330.6300048828125,331.7200012207031,332.1700134277344,329.4100036621094,51963000
2020-01-24 00:00:00+00:00,332.44000244140625,328.7699890136719,332.5299987792969,327.3599853515625,87578400
2020-01-27 00:00:00+00:00,323.0299987792969,323.5,325.1199951171875,322.6600036621094,84062500
2020-01-28 00:00:00+00:00,325.05999755859375,326.8900146484375,327.8500061035156,323.6000061035156,63834000
2020-01-29 00:00:00+00:00,328.3800048828125,326.6199951171875,328.6300048828125,326.3999938964844,53888900
2020-01-30 00:00:00+00:00,324.3599853515625,327.67999267578125,327.9100036621094,323.5400085449219,75491800
2020-01-31 00:00:00+00:00,327.0,321.7300109863281,327.1700134277344,320.7300109863281,113845600
2020-02-03 00:00:00+00:00,323.3500061035156,324.1199951171875,326.1600036621094,323.2200012207031,69083000
2020-02-04 00:00:00+00:00,328.07000732421875,329.05999755859375,330.010009765625,327.7200012207031,62573200
2020-02-05 00:00:00+00:00,332.2699890136719,332.8599853515625,333.0899963378906,330.6700134277344,65951100
2020-02-06 00:00:00+00:00,333.9100036621094,333.9800109863281,334.19000244140625,332.79998779296875,50359700
2020-02-07 00:00:00+00:00,332.82000732421875,332.20001220703125,333.989990234375,331.6000061035156,64139400
2020-02-10 00:00:00+00:00,331.2300109863281,334.67999267578125,334.75,331.19000244140625,42070000
2020-02-11 00:00:00+00:00,336.1600036621094,335.260009765625,337.0199890136719,334.67999267578125,54864500
2020-02-12 00:00:00+00:00,336.8299865722656,337.4200134277344,337.6499938964844,336.42999267578125,43992700
2020-02-13 00:00:00+00:00,335.8599853515625,337.05999755859375,338.1199951171875,335.55999755859375,54501900
2020-02-14 00:00:00+00:00,337.510009765625,337.6000061035156,337.7300109863281,336.20001220703125,64582200
2020-02-18 00:00:00+00:00,336.510009765625,336.7300109863281,337.6700134277344,335.2099914550781,57226200
2020-02-19 00:00:00+00:00,337.7900085449219,338.3399963378906,339.0799865722656,337.4800109863281,48814700
2020-02-20 00:00:00+00:00,337.739990234375,336.95001220703125,338.6400146484375,333.67999267578125,74163400
2020-02-21 00:00:00+00:00,335.4700012207031,333.4800109863281,335.80999755859375,332.5799865722656,113788200
2020-02-24 00:00:00+00:00,323.1400146484375,322.4200134277344,333.55999755859375,321.239990234375,161088400
2020-02-25 00:00:00+00:00,323.94000244140625,312.6499938964844,324.6099853515625,311.69000244140625,218913200
2020-02-26 00:00:00+00:00,314.17999267578125,311.5,318.1099853515625,310.70001220703125,194773800
2020-02-27 00:00:00+00:00,305.4599914550781,297.510009765625,311.55999755859375,297.510009765625,284353500
2020-02-28 00:00:00+00:00,288.70001220703125,296.260009765625,297.8900146484375,285.5400085449219,384975800
2020-03-02 00:00:00+00:00,298.2099914550781,309.0899963378906,309.1600036621094,294.4599914550781,238703600
2020-03-03 00:00:00+00:00,309.5,300.239990234375,313.8399963378906,297.57000732421875,300139100
2020-03-04 00:00:00+00:00,306.1199951171875,312.8599853515625,313.1000061035156,303.3299865722656,176613400
2020-03-05 00:00:00+00:00,304.9800109863281,302.4599914550781,308.4700012207031,300.010009765625,186366800
2020-03-06 00:00:00+00:00,293.1499938964844,297.4599914550781,298.7799987792969,290.2300109863281,228667200
2020-03-09 00:00:00+00:00,275.29998779296875,274.2300109863281,284.19000244140625,273.45001220703125,309417300
2020-03-10 00:00:00+00:00,284.6400146484375,288.4200134277344,288.5199890136719,273.5,276444100
2020-03-11 00:00:00+00:00,280.70001220703125,274.3599853515625,281.94000244140625,270.8800048828125,255316300
2020-03-12 00:00:00+00:00,256.0,248.11000061035156,266.6600036621094,247.67999267578125,392220700
2020-03-13 00:00:00+00:00,263.0899963378906,269.32000732421875,271.4800109863281,248.52000427246094,329566100
2020-03-16 00:00:00+00:00,241.17999267578125,239.85000610351562,256.8999938964844,237.36000061035156,297240000
2020-03-17 00:00:00+00:00,245.0399932861328,252.8000030517578,256.1700134277344,237.07000732421875,262070500
2020-03-18 00:00:00+00:00,236.25,240.0,248.3699951171875,228.02000427246094,327597100
2020-03-19 00:00:00+00:00,239.25,240.50999450683594,247.3800048828125,232.22000122070312,289322000
2020-03-20 00:00:00+00:00,242.52999877929688,228.8000030517578,244.47000122070312,228.5,347158800
2020-03-23 00:00:00+00:00,228.19000244140625,222.9499969482422,229.67999267578125,218.25999450683594,326025200
2020-03-24 00:00:00+00:00,234.4199981689453,243.14999389648438,244.10000610351562,233.8000030517578,235494500
2020-03-25 00:00:00+00:00,244.8699951171875,246.7899932861328,256.3500061035156,239.75,299430300
2020-03-26 00:00:00+00:00,249.52000427246094,261.20001220703125,262.79998779296875,249.0500030517578,257632800
2020-03-27 00:00:00+00:00,253.27000427246094,253.4199981689453,260.80999755859375,251.0500030517578,224341200
2020-03-30 00:00:00+00:00,255.6999969482422,261.6499938964844,262.42999267578125,253.52999877929688,171369500
2020-03-31 00:00:00+00:00,260.55999755859375,257.75,263.3299865722656,256.2200012207031,194881100
2020-04-01 00:00:00+00:00,247.97999572753906,246.14999389648438,257.6600036621094,243.89999389648438,189554600
2020-04-02 00:00:00+00:00,245.19000244140625,251.8300018310547,252.67999267578125,244.58999633789062,177660400
2020-04-03 00:00:00+00:00,250.75999450683594,248.19000244140625,253.32000732421875,245.22000122070312,135561200
2020-04-06 00:00:00+00:00,257.8399963378906,264.8599853515625,267.0,248.1699981689453,188061200
2020-04-07 00:00:00+00:00,274.2099914550781,265.1300048828125,275.0299987792969,264.8900146484375,201427200
2020-04-08 00:00:00+00:00,267.9599914550781,274.0299987792969,276.0,265.25,153774500
2020-04-09 00:00:00+00:00,277.5799865722656,278.20001220703125,281.20001220703125,275.4700012207031,189999200
2020-04-13 00:00:00+00:00,277.1400146484375,275.6600036621094,277.510009765625,271.4100036621094,114839100
2020-04-14 00:00:00+00:00,280.9800109863281,283.7900085449219,284.8999938964844,275.510009765625,134143400
2020-04-15 00:00:00+00:00,277.57000732421875,277.760009765625,283.94000244140625,275.4599914550781,121775000
2020-04-16 00:00:00+00:00,279.1499938964844,279.1000061035156,280.0299987792969,275.760009765625,131798300
2020-04-17 00:00:00+00:00,285.3800048828125,286.6400146484375,287.29998779296875,282.3999938964844,146684800
2020-04-20 00:00:00+00:00,282.6099853515625,281.5899963378906,286.7900085449219,281.3500061035156,100109300
2020-04-21 00:00:00+00:00,276.7300109863281,273.0400085449219,278.0400085449219,272.0199890136719,126385700
2020-04-22 00:00:00+00:00,278.3500061035156,279.1000061035156,281.0,276.9100036621094,92951600
2020-04-23 00:00:00+00:00,280.489990234375,279.0799865722656,283.94000244140625,278.75,104709700
2020-04-24 00:00:00+00:00,280.7300109863281,282.9700012207031,283.70001220703125,278.5,85063200
2020-04-27 00:00:00+00:00,285.1199951171875,287.04998779296875,288.2699890136719,284.6199951171875,77896600
2020-04-28 00:00:00+00:00,291.0199890136719,285.7300109863281,291.3999938964844,285.3999938964844,105270000
2020-04-29 00:00:00+00:00,291.5299987792969,293.2099914550781,294.8800048828125,290.4100036621094,118745600
2020-04-30 00:00:00+00:00,291.7099914550781,290.4800109863281,293.32000732421875,288.5899963378906,122901700
2020-05-01 00:00:00+00:00,285.30999755859375,282.7900085449219,290.6600036621094,281.5199890136719,125180000
2020-05-04 00:00:00+00:00,280.739990234375,283.57000732421875,283.8999938964844,279.1300048828125,80873200
2020-05-05 00:00:00+00:00,286.6400146484375,286.19000244140625,289.25,283.7099914550781,79569900
2020-05-06 00:00:00+00:00,288.0400085449219,284.25,288.4599914550781,283.7799987792969,73632600
2020-05-07 00:00:00+00:00,287.75,287.67999267578125,289.7799987792969,287.1300048828125,75250400
2020-05-08 00:00:00+00:00,291.0899963378906,292.44000244140625,292.95001220703125,289.8599853515625,76452400
2020-05-11 00:00:00+00:00,290.3399963378906,292.5,294.0,289.8800048828125,79514200
2020-05-12 00:00:00+00:00,293.7900085449219,286.6700134277344,294.239990234375,286.5199890136719,95870800
2020-05-13 00:00:00+00:00,286.05999755859375,281.6000061035156,287.19000244140625,278.9599914550781,144721100
2020-05-14 00:00:00+00:00,278.95001220703125,284.9700012207031,285.1099853515625,272.989990234375,121977900
2020-05-15 00:00:00+00:00,282.3699951171875,286.2799987792969,286.3299865722656,281.3399963378906,111146300
2020-05-18 00:00:00+00:00,293.04998779296875,295.0,296.75,292.70001220703125,119703800
2020-05-19 00:00:00+00:00,294.3500061035156,291.9700012207031,296.2099914550781,291.95001220703125,95189300
2020-05-20 00:00:00+00:00,295.82000732421875,296.92999267578125,297.8699951171875,295.57000732421875,85861700
2020-05-21 00:00:00+00:00,296.7900085449219,294.8800048828125,297.6700134277344,293.69000244140625,78293900
2020-05-22 00:00:00+00:00,294.57000732421875,295.44000244140625,295.6300048828125,293.2200012207031,63958200
2020-05-26 00:00:00+00:00,301.92999267578125,299.0799865722656,302.19000244140625,295.4599914550781,88951400
2020-05-27 00:00:00+00:00,302.1199951171875,303.5299987792969,303.57000732421875,296.8699951171875,104817400
2020-05-28 00:00:00+00:00,304.6499938964844,302.9700012207031,306.8399963378906,302.239990234375,90405200
