10
Price,Open,Close,High,Low,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-05-29 00:00:00+00:00,302.4599914550781,304.32000732421875,304.9599914550781,299.4700012207031,119090800
2020-06-01 00:00:00+00:00,303.6199951171875,305.54998779296875,306.2099914550781,303.05999755859375,55758300
2020-06-02 00:00:00+00:00,306.54998779296875,308.0799865722656,308.1300048828125,305.1000061035156,74267200
2020-06-03 00:00:00+00:00,310.239990234375,312.17999267578125,313.2200012207031,309.94000244140625,92567600
2020-06-04 00:00:00+00:00,311.1099853515625,311.3599853515625,313.0,309.0799865722656,75794400
2020-06-05 00:00:00+00:00,317.2300109863281,319.3399963378906,321.2699890136719,317.1600036621094,150524700
2020-06-08 00:00:00+00:00,320.2200012207031,323.20001220703125,323.4100036621094,319.6300048828125,73641200
2020-06-09 00:00:00+00:00,320.29998779296875,320.7900085449219,323.2799987792969,319.3599853515625,77479200
2020-06-10 00:00:00+00:00,321.4200134277344,319.0,322.3900146484375,318.2200012207031,95000800
2020-06-11 00:00:00+00:00,311.4599914550781,300.6099853515625,312.1499938964844,300.010009765625,209243600
2020-06-12 00:00:00+00:00,308.239990234375,304.2099914550781,309.0799865722656,298.6000061035156,194678900
2020-06-15 00:00:00+00:00,298.0199890136719,307.04998779296875,308.2799987792969,296.739990234375,135782700
2020-06-16 00:00:00+00:00,315.4800109863281,312.9599914550781,315.6400146484375,307.6700134277344,137627500
2020-06-17 00:00:00+00:00,314.07000732421875,311.6600036621094,314.3900146484375,310.8599853515625,83398900
2020-06-18 00:00:00+00:00,310.010009765625,311.7799987792969,312.29998779296875,309.510009765625,80828700
2020-06-19 00:00:00+00:00,314.1700134277344,308.6400146484375,314.3800048828125,306.5299987792969,135549600
2020-06-22 00:00:00+00:00,307.989990234375,310.6199951171875,311.04998779296875,306.75,74649400
2020-06-23 00:00:00+00:00,313.489990234375,312.04998779296875,314.5,311.6099853515625,68471200
2020-06-24 00:00:00+00:00,309.8399963378906,304.0899963378906,310.510009765625,302.1000061035156,132813500
2020-06-25 00:00:00+00:00,303.4700012207031,307.3500061035156,307.6400146484375,301.2799987792969,89468000
2020-06-26 00:00:00+00:00,306.1600036621094,300.04998779296875,306.3900146484375,299.4200134277344,127961000
2020-06-29 00:00:00+00:00,301.4100036621094,304.4599914550781,304.6099853515625,298.92999267578125,79773300
2020-06-30 00:00:00+00:00,303.989990234375,308.3599853515625,310.20001220703125,303.82000732421875,113394800
2020-07-01 00:00:00+00:00,309.57000732421875,310.5199890136719,311.8900146484375,309.07000732421875,72396500
2020-07-02 00:00:00+00:00,314.239990234375,312.2300109863281,315.70001220703125,311.510009765625,69344200
2020-07-06 00:00:00+00:00,316.3699951171875,317.04998779296875,317.67999267578125,315.55999755859375,61713800
2020-07-07 00:00:00+00:00,315.3800048828125,313.7799987792969,317.5199890136719,313.3699951171875,82910000
2020-07-08 00:00:00+00:00,314.6099853515625,316.17999267578125,316.29998779296875,312.70001220703125,54638600
2020-07-09 00:00:00+00:00,316.8399963378906,314.3800048828125,317.1000061035156,310.67999267578125,83354200
2020-07-10 00:00:00+00:00,314.30999755859375,317.5899963378906,317.8800048828125,312.760009765625,57550400
2020-07-13 00:00:00+00:00,320.1300048828125,314.8399963378906,322.7099914550781,314.1300048828125,102997500
2020-07-14 00:00:00+00:00,313.29998779296875,318.9200134277344,319.760009765625,312.0,93657000
2020-07-15 00:00:00+00:00,322.4100036621094,321.8500061035156,323.0400085449219,319.2699890136719,87196500
2020-07-16 00:00:00+00:00,319.7900085449219,320.7900085449219,321.2799987792969,319.0899963378906,54622500
2020-07-17 00:00:00+00:00,321.8800048828125,321.7200012207031,322.57000732421875,319.739990234375,62774900
2020-07-20 00:00:00+00:00,321.42999267578125,324.32000732421875,325.1300048828125,320.6199951171875,56308800
2020-07-21 00:00:00+00:00,326.45001220703125,325.010009765625,326.92999267578125,323.94000244140625,57292200
2020-07-22 00:00:00+00:00,324.6199951171875,326.8599853515625,327.20001220703125,324.5,57792900
2020-07-23 00:00:00+00:00,326.4700012207031,322.9599914550781,327.2300109863281,321.4800109863281,75738000
2020-07-24 00:00:00+00:00,320.95001220703125,320.8800048828125,321.989990234375,319.25,73766600
2020-07-27 00:00:00+00:00,321.6300048828125,323.2200012207031,323.4100036621094,320.7699890136719,48293000
2020-07-28 00:00:00+00:00,322.42999267578125,321.1700134277344,323.6400146484375,320.8500061035156,57495000
2020-07-29 00:00:00+00:00,322.1199951171875,325.1199951171875,325.7300109863281,322.0799865722656,48454200
2020-07-30 00:00:00+00:00,321.8999938964844,323.9599914550781,324.4100036621094,319.6400146484375,61861700
2020-07-31 00:00:00+00:00,325.8999938964844,326.5199890136719,326.6300048828125,321.3299865722656,84986800
2020-08-03 00:00:00+00:00,328.32000732421875,328.7900085449219,329.6199951171875,327.7300109863281,53077900
2020-08-04 00:00:00+00:00,327.8599853515625,330.05999755859375,330.05999755859375,327.8599853515625,41917900
2020-08-05 00:00:00+00:00,331.4700012207031,332.1099853515625,332.3900146484375,331.17999267578125,42697700
2020-08-06 00:00:00+00:00,331.4800109863281,334.3299865722656,334.4599914550781,331.1300048828125,43679400
2020-08-07 00:00:00+00:00,333.2799987792969,334.57000732421875,334.8800048828125,332.29998779296875,57308300
2020-08-10 00:00:00+00:00,335.05999755859375,335.57000732421875,335.7699890136719,332.9599914550781,44282100
2020-08-11 00:00:00+00:00,336.8500061035156,332.79998779296875,337.5400085449219,332.010009765625,69601100
2020-08-12 00:00:00+00:00,335.44000244140625,337.44000244140625,338.2799987792969,335.4100036621094,53774400
2020-08-13 00:00:00+00:00,336.6099853515625,336.8299865722656,338.25,335.8299865722656,41816100
2020-08-14 00:00:00+00:00,336.4100036621094,336.8399963378906,337.4200134277344,335.6199951171875,47260400
2020-08-17 00:00:00+00:00,337.94000244140625,337.9100036621094,338.3399963378906,336.8500061035156,35481000
2020-08-18 00:00:00+00:00,338.3399963378906,338.6400146484375,339.1000061035156,336.6099853515625,38733900
2020-08-19 00:00:00+00:00,339.04998779296875,337.2300109863281,339.6099853515625,336.6199951171875,68054200
2020-08-20 00:00:00+00:00,335.3599853515625,338.2799987792969,338.79998779296875,335.2200012207031,42207800
2020-08-21 00:00:00+00:00,337.9200134277344,339.4800109863281,339.7200012207031,337.54998779296875,55106600
2020-08-24 00:00:00+00:00,342.1199951171875,342.9200134277344,343.0,339.45001220703125,48588700
2020-08-25 00:00:00+00:00,343.5299987792969,344.1199951171875,344.2099914550781,342.2699890136719,38463400
2020-08-26 00:00:00+00:00,344.760009765625,347.57000732421875,347.8599853515625,344.1700134277344,50790200
2020-08-27 00:00:00+00:00,348.510009765625,348.3299865722656,349.8999938964844,346.5299987792969,58034100
2020-08-28 00:00:00+00:00,349.44000244140625,350.5799865722656,350.7200012207031,348.1499938964844,48588900
2020-08-31 00:00:00+00:00,350.3500061035156,349.30999755859375,351.29998779296875,349.05999755859375,66099200
2020-09-01 00:00:00+00:00,350.2099914550781,352.6000061035156,352.7099914550781,349.239990234375,54908700
2020-09-02 00:00:00+00:00,354.6700134277344,357.70001220703125,358.75,353.42999267578125,69540000
2020-09-03 00:00:00+00:00,355.8699951171875,345.3900146484375,356.3800048828125,342.5899963378906,148011100
2020-09-04 00:00:00+00:00,346.1300048828125,342.57000732421875,347.8299865722656,334.8699951171875,139156300
2020-09-08 00:00:00+00:00,336.7099914550781,333.2099914550781,342.6400146484375,332.8800048828125,114465300
2020-09-09 00:00:00+00:00,337.54998779296875,339.7900085449219,342.4599914550781,336.6099853515625,91462300
2020-09-10 00:00:00+00:00,341.82000732421875,333.8900146484375,342.5299987792969,332.8500061035156,90569500
2020-09-11 00:00:00+00:00,335.82000732421875,334.05999755859375,336.9700012207031,331.0,84680200
2020-09-14 00:00:00+00:00,337.489990234375,338.4599914550781,340.3800048828125,334.2200012207031,65605700
2020-09-15 00:00:00+00:00,341.1199951171875,340.1700134277344,342.0199890136719,338.4700012207031,52920900
2020-09-16 00:00:00+00:00,341.510009765625,338.82000732421875,343.05999755859375,338.5199890136719,82096000
2020-09-17 00:00:00+00:00,333.55999755859375,335.8399963378906,337.70001220703125,332.989990234375,91523300
2020-09-18 00:00:00+00:00,335.3699951171875,330.6499938964844,335.489990234375,327.9700012207031,105877900
2020-09-21 00:00:00+00:00,325.70001220703125,326.9700012207031,327.1300048828125,321.7300109863281,99450800
2020-09-22 00:00:00+00:00,328.57000732421875,330.29998779296875,330.8999938964844,325.8599853515625,63612100
2020-09-23 00:00:00+00:00,330.8999938964844,322.6400146484375,331.20001220703125,322.1000061035156,93112200
2020-09-24 00:00:00+00:00,321.2200012207031,323.5,326.79998779296875,319.79998779296875,76681300
2020-09-25 00:00:00+00:00,322.5799865722656,328.7300109863281,329.5799865722656,321.6400146484375,71069400
2020-09-28 00:00:00+00:00,333.2200012207031,334.19000244140625,334.9599914550781,332.1499938964844,64584600
2020-09-29 00:00:00+00:00,333.9700012207031,332.3699951171875,334.7699890136719,331.6199951171875,51304000
2020-09-30 00:00:00+00:00,333.0899963378906,334.8900146484375,338.2900085449219,332.8800048828125,104081100
2020-10-01 00:00:00+00:00,337.69000244140625,337.0400085449219,338.739990234375,335.010009765625,88698700
2020-10-02 00:00:00+00:00,331.70001220703125,333.8399963378906,337.010009765625,331.19000244140625,89431100
2020-10-05 00:00:00+00:00,336.05999755859375,339.760009765625,339.9599914550781,336.010009765625,45713100
2020-10-06 00:00:00+00:00,339.9100036621094,334.92999267578125,342.1700134277344,334.3800048828125,90128900
2020-10-07 00:00:00+00:00,338.1199951171875,340.760009765625,341.6300048828125,338.0899963378906,56999600
2020-10-08 00:00:00+00:00,342.8500061035156,343.7799987792969,343.8500061035156,341.8599853515625,45242500
2020-10-09 00:00:00+00:00,345.55999755859375,346.8500061035156,347.3500061035156,344.8900146484375,59528600
2020-10-12 00:00:00+00:00,349.5899963378906,352.42999267578125,354.0199890136719,349.05999755859375,80388500
2020-10-13 00:00:00+00:00,352.2799987792969,350.1300048828125,352.4700012207031,349.0899963378906,73255500
2020-10-14 00:00:00+00:00,350.75,347.92999267578125,351.92999267578125,347.1400146484375,57727900
2020-10-15 00:00:00+00:00,343.7099914550781,347.5,348.0199890136719,343.1300048828125,60357700
2020-10-16 00:00:00+00:00,348.9599914550781,347.2900085449219,350.75,347.1000061035156,89501900
2020-10-19 00:00:00+00:00,348.6499938964844,342.010009765625,349.3299865722656,341.0400085449219,68425600
2020-10-20 00:00:00+00:00,343.4599914550781,343.3800048828125,346.8800048828125,342.6400146484375,60051900
2020-10-21 00:00:00+00:00,343.3299865722656,342.7300109863281,345.6700134277344,342.3999938964844,63575000
2020-10-22 00:00:00+00:00,342.9599914550781,344.6099853515625,345.239990234375,340.6499938964844,55399300
2020-10-23 00:00:00+00:00,345.92999267578125,345.7799987792969,345.989990234375,343.1300048828125,49143900
2020-10-26 00:00:00+00:00,342.1300048828125,339.3900146484375,342.9800109863281,335.6199951171875,91473000
2020-10-27 00:00:00+00:00,339.760009765625,338.2200012207031,340.1199951171875,337.989990234375,65994100
2020-10-28 00:00:00+00:00,332.1000061035156,326.6600036621094,338.25,326.1300048828125,127094300
2020-10-29 00:00:00+00:00,326.9100036621094,329.9800109863281,333.3999938964844,325.0899963378906,90597700
2020-10-30 00:00:00+00:00,328.2799987792969,326.5400085449219,329.69000244140625,322.6000061035156,120287300
2020-11-02 00:00:00+00:00,330.20001220703125,330.20001220703125,332.3599853515625,327.239990234375,86068300
2020-11-03 00:00:00+00:00,333.69000244140625,336.0299987792969,338.25,330.2900085449219,93294200
2020-11-04 00:00:00+00:00,340.8599853515625,343.5400085449219,347.94000244140625,339.5899963378906,126959700
2020-11-05 00:00:00+00:00,349.239990234375,350.239990234375,352.19000244140625,348.8599853515625,82039700
2020-11-06 00:00:00+00:00,349.92999267578125,350.1600036621094,351.510009765625,347.6499938964844,74973000
2020-11-09 00:00:00+00:00,363.9700012207031,354.55999755859375,364.3800048828125,354.05999755859375,172304200
2020-11-10 00:00:00+00:00,353.489990234375,354.0400085449219,355.17999267578125,350.510009765625,85552000
2020-11-11 00:00:00+00:00,356.3999938964844,356.6700134277344,357.55999755859375,355.05999755859375,58649000
2020-11-12 00:00:00+00:00,355.5799865722656,353.2099914550781,356.7200012207031,351.260009765625,67546200
2020-11-13 00:00:00+00:00,355.2699890136719,358.1000061035156,358.8999938964844,354.7099914550781,62892200
2020-11-16 00:00:00+00:00,360.9800109863281,362.57000732421875,362.7799987792969,359.5899963378906,74541100
2020-11-17 00:00:00+00:00,359.9700012207031,360.6199951171875,361.9200134277344,358.3399963378906,66111000
2020-11-18 00:00:00+00:00,360.9100036621094,356.2799987792969,361.5,356.239990234375,70591300
2020-11-19 00:00:00+00:00,355.6000061035156,357.7799987792969,358.17999267578125,354.1499938964844,59940900
2020-11-20 00:00:00+00:00,357.5,355.3299865722656,357.7200012207031,355.25,70417300
2020-11-23 00:00:00+00:00,357.2799987792969,357.4599914550781,358.82000732421875,354.8699951171875,63230600
2020-11-24 00:00:00+00:00,360.2099914550781,363.2200012207031,363.80999755859375,359.2900085449219,62415900
2020-11-25 00:00:00+00:00,363.1300048828125,362.6600036621094,363.1600036621094,361.4800109863281,45330900
2020-11-27 00:00:00+00:00,363.8399963378906,363.6700134277344,364.17999267578125,362.5799865722656,28514100
2020-11-30 00:00:00+00:00,362.8299865722656,362.05999755859375,363.1199951171875,359.1700134277344,83872700
2020-12-01 00:00:00+00:00,365.57000732421875,366.0199890136719,367.67999267578125,364.92999267578125,74231400
2020-12-02 00:00:00+00:00,364.82000732421875,366.7900085449219,366.9599914550781,364.20001220703125,45927000
2020-12-03 00:00:00+00:00,366.67999267578125,366.69000244140625,368.19000244140625,365.5,62882000
2020-12-04 00:00:00+00:00,367.32000732421875,369.8500061035156,369.8500061035156,367.2200012207031,50749900
2020-12-07 00:00:00+00:00,369.0199890136719,369.0899963378906,369.6199951171875,367.7200012207031,48944300
2020-12-08 00:00:00+00:00,367.7200012207031,370.1700134277344,370.7799987792969,367.6700134277344,42458900
2020-12-09 00:00:00+00:00,370.8800048828125,366.8500061035156,371.04998779296875,365.95001220703125,74098300
2020-12-10 00:00:00+00:00,365.3699951171875,366.7300109863281,367.8599853515625,364.42999267578125,57735400
2020-12-11 00:00:00+00:00,364.8999938964844,366.29998779296875,366.739990234375,363.260009765625,57698600
2020-12-14 00:00:00+00:00,368.6400146484375,364.6600036621094,369.79998779296875,364.4700012207031,69216200
2020-12-15 00:00:00+00:00,367.3999938964844,369.5899963378906,369.5899963378906,365.9200134277344,63865300
2020-12-16 00:00:00+00:00,369.82000732421875,370.1700134277344,371.1600036621094,368.8699951171875,58420500
2020-12-17 00:00:00+00:00,371.94000244140625,372.239990234375,372.4599914550781,371.04998779296875,64119500
2020-12-18 00:00:00+00:00,370.9700012207031,369.17999267578125,371.1499938964844,367.0199890136719,136542300
2020-12-21 00:00:00+00:00,364.9700012207031,367.8599853515625,378.4599914550781,362.0299987792969,96386700
2020-12-22 00:00:00+00:00,368.2099914550781,367.239990234375,368.3299865722656,366.0299987792969,47949000
2020-12-23 00:00:00+00:00,368.2799987792969,367.57000732421875,369.6199951171875,367.2200012207031,46201400
2020-12-24 00:00:00+00:00,368.0799865722656,369.0,369.0299987792969,367.45001220703125,26457900
2020-12-28 00:00:00+00:00,371.739990234375,372.1700134277344,372.5899963378906,371.07000732421875,39000400
2020-12-29 00:00:00+00:00,373.80999755859375,371.4599914550781,374.0,370.8299865722656,53680500
2020-12-30 00:00:00+00:00,372.3399963378906,371.989990234375,373.1000061035156,371.57000732421875,49455300
2020-12-31 00:00:00+00:00,371.7799987792969,373.8800048828125,374.6600036621094,371.2300109863281,78520700
